year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2023,6,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3532.00,1305.00,360.34,38.69,368.93,4.75,532.30,181.00,12.00,139703.00,40628.00,5297.00,30069.00,229.00,63480.00
2023,6,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2472.00,706.00,238.09,29.13,264.79,3.22,170.76,63.00,6.00,60887.00,24931.00,3736.00,15790.00,253.00,16177.00
2023,6,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",30.00,19.00,16.41,0.00,0.00,0.00,2.59,0.00,0.00,786.00,641.00,0.00,0.00,0.00,145.00
2023,6,OO,SkyWest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",353.00,79.00,53.00,17.00,9.00,0.00,0.00,21.00,0.00,6661.00,4068.00,1790.00,803.00,0.00,0.00
2023,6,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",1561.00,313.00,45.82,21.07,169.45,0.81,75.85,107.00,2.00,23679.00,3384.00,3098.00,10470.00,22.00,6705.00
2023,5,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1755.00,178.00,42.22,4.44,82.97,0.00,48.37,6.00,3.00,8039.00,2387.00,199.00,2515.00,0.00,2938.00
2023,5,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1204.00,232.00,100.87,7.61,68.75,1.00,53.77,4.00,1.00,16048.00,9162.00,491.00,2537.00,64.00,3794.00
2023,5,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",372.00,105.00,22.29,2.37,60.57,1.00,18.77,0.00,0.00,4931.00,1334.00,628.00,1756.00,223.00,990.00
2023,5,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3940.00,1012.00,396.16,20.13,217.79,0.38,377.54,32.00,4.00,77196.00,32373.00,2137.00,9615.00,10.00,33061.00
2023,5,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2555.00,407.00,163.16,11.54,145.13,2.44,84.73,21.00,4.00,26583.00,13114.00,1866.00,4639.00,66.00,6898.00
2023,5,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",31.00,22.00,18.63,0.29,0.00,0.60,2.48,0.00,0.00,1143.00,956.00,16.00,0.00,29.00,142.00
2023,5,OO,SkyWest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",452.00,82.00,66.00,15.00,1.00,0.00,0.00,0.00,0.00,5150.00,4436.00,687.00,27.00,0.00,0.00
2023,5,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",1516.00,153.00,40.05,2.22,85.30,1.29,24.14,4.00,2.00,6526.00,2171.00,126.00,2606.00,54.00,1569.00
2023,4,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1766.00,338.00,60.15,8.62,170.73,0.73,97.77,41.00,5.00,26675.00,4838.00,1136.00,13055.00,11.00,7635.00
2023,4,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1162.00,327.00,83.88,5.85,151.31,0.62,85.34,11.00,6.00,32051.00,11281.00,302.00,8609.00,25.00,11834.00
2023,4,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",360.00,77.00,13.79,4.56,46.03,0.80,11.82,2.00,0.00,4458.00,746.00,540.00,2466.00,16.00,690.00
2023,4,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",4067.00,1394.00,456.55,28.38,370.09,5.50,533.48,139.00,11.00,128747.00,43501.00,2860.00,27595.00,235.00,54556.00
2023,4,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2359.00,689.00,209.31,9.14,322.15,0.00,148.40,97.00,9.00,51614.00,18573.00,867.00,18264.00,0.00,13910.00
2023,4,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",30.00,26.00,21.98,0.00,0.00,0.00,4.02,0.00,0.00,1886.00,1628.00,0.00,0.00,0.00,258.00
2023,4,OO,SkyWest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",419.00,104.00,68.00,27.00,8.00,1.00,0.00,14.00,0.00,8324.00,4538.00,2626.00,1123.00,37.00,0.00
2023,4,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",1473.00,241.00,46.84,9.73,114.81,0.18,69.44,54.00,6.00,17265.00,2819.00,1147.00,6835.00,9.00,6455.00
2023,3,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1755.00,288.00,55.43,4.52,147.86,0.00,80.19,18.00,0.00,17888.00,4962.00,432.00,5946.00,0.00,6548.00
2023,3,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1221.00,258.00,91.07,6.01,60.83,1.79,98.32,4.00,4.00,23760.00,10839.00,887.00,2256.00,86.00,9692.00
2023,3,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",372.00,45.00,6.01,4.96,16.18,0.00,17.84,2.00,2.00,2437.00,191.00,694.00,665.00,0.00,887.00
2023,3,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",4372.00,1384.00,468.62,13.55,267.52,6.61,627.69,81.00,8.00,112342.00,42085.00,2056.00,11592.00,245.00,56364.00
2023,3,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2423.00,621.00,202.97,7.94,230.54,0.00,179.55,62.00,3.00,44537.00,21565.00,895.00,9126.00,0.00,12951.00
2023,3,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",31.00,15.00,10.27,0.00,0.00,0.00,4.73,0.00,1.00,770.00,504.00,0.00,0.00,0.00,266.00
2023,3,OO,SkyWest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",451.00,118.00,89.00,27.00,2.00,0.00,0.00,4.00,0.00,7197.00,4849.00,1875.00,473.00,0.00,0.00
2023,3,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",1541.00,202.00,41.44,7.35,122.39,0.00,30.82,23.00,1.00,9428.00,2336.00,431.00,4913.00,0.00,1748.00
2023,2,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1604.00,211.00,38.25,9.49,104.65,0.00,58.61,35.00,1.00,13455.00,2957.00,1822.00,4234.00,0.00,4442.00
2023,2,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1101.00,235.00,82.86,5.72,57.88,1.63,86.90,8.00,1.00,17868.00,5998.00,644.00,1930.00,96.00,9200.00
2023,2,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",272.00,46.00,17.41,1.32,13.53,0.00,13.74,4.00,0.00,2607.00,807.00,244.00,457.00,0.00,1099.00
2023,2,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3690.00,909.00,308.20,15.18,176.23,0.36,409.03,64.00,3.00,71991.00,28170.00,1687.00,7649.00,56.00,34429.00
2023,2,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2111.00,496.00,166.20,9.70,189.46,1.00,129.64,17.00,1.00,37223.00,18233.00,963.00,7613.00,81.00,10333.00
2023,2,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",28.00,18.00,15.77,0.59,0.00,0.00,1.64,0.00,0.00,684.00,566.00,19.00,0.00,0.00,99.00
2023,2,OO,SkyWest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",361.00,84.00,54.00,26.00,4.00,0.00,0.00,9.00,0.00,4252.00,2576.00,1365.00,311.00,0.00,0.00
2023,2,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",1403.00,138.00,33.29,3.15,75.81,0.00,25.75,11.00,1.00,6264.00,2621.00,184.00,2130.00,0.00,1329.00
2023,1,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1636.00,464.00,65.20,4.43,257.66,0.20,136.51,20.00,4.00,31803.00,6903.00,488.00,12317.00,19.00,12076.00
2023,1,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1211.00,263.00,67.94,4.56,108.03,4.26,78.21,11.00,2.00,20483.00,7321.00,283.00,5451.00,197.00,7231.00
2023,1,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",268.00,72.00,20.02,0.75,32.17,1.02,18.03,1.00,5.00,3783.00,1183.00,89.00,1541.00,47.00,923.00
2023,1,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3828.00,1037.00,387.82,5.55,319.85,5.47,318.31,27.00,9.00,81621.00,32965.00,770.00,16145.00,284.00,31457.00
2023,1,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2289.00,644.00,188.19,11.47,307.21,0.57,136.56,7.00,5.00,40379.00,14151.00,2159.00,13016.00,45.00,11008.00
2023,1,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",31.00,9.00,7.12,0.00,0.00,0.00,1.88,0.00,0.00,601.00,400.00,0.00,0.00,0.00,201.00
2023,1,OO,SkyWest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",185.00,78.00,56.00,17.00,3.00,2.00,0.00,3.00,0.00,6338.00,4780.00,1278.00,197.00,83.00,0.00
2023,1,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",1464.00,275.00,41.53,9.75,182.84,0.00,40.88,18.00,1.00,16852.00,2970.00,959.00,8924.00,0.00,3999.00
2022,12,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1847.00,365.00,84.28,18.82,200.73,1.00,60.16,75.00,0.00,29271.00,9411.00,5021.00,10486.00,49.00,4304.00
2022,12,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1152.00,309.00,93.86,11.01,94.05,0.00,110.08,8.00,2.00,23344.00,8668.00,987.00,4272.00,0.00,9417.00
2022,12,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",366.00,113.00,29.84,5.90,44.32,0.00,32.94,20.00,1.00,5875.00,1632.00,499.00,1925.00,0.00,1819.00
2022,12,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3917.00,1605.00,531.82,10.82,449.14,2.10,611.12,99.00,9.00,125479.00,43749.00,1549.00,21198.00,130.00,58853.00
2022,12,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2237.00,573.00,184.37,17.68,234.69,0.00,136.26,69.00,0.00,39677.00,15406.00,2192.00,11581.00,0.00,10498.00
2022,12,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",31.00,14.00,12.38,0.00,0.00,0.00,1.62,0.00,0.00,600.00,500.00,0.00,0.00,0.00,100.00
2022,12,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",1417.00,289.00,59.96,12.71,174.31,0.76,41.26,39.00,1.00,15203.00,3217.00,1222.00,8244.00,13.00,2507.00
2022,11,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1986.00,330.00,62.40,7.26,170.59,0.00,89.75,12.00,0.00,21011.00,5226.00,647.00,8479.00,0.00,6659.00
2022,11,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1164.00,246.00,83.08,5.86,77.92,0.06,79.08,4.00,3.00,22146.00,8038.00,506.00,2693.00,2.00,10907.00
2022,11,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",352.00,55.00,12.98,3.49,32.41,0.00,6.11,4.00,0.00,2687.00,716.00,383.00,1009.00,0.00,579.00
2022,11,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",4065.00,1153.00,459.67,13.61,262.81,3.16,413.74,55.00,8.00,83286.00,36600.00,1604.00,11591.00,81.00,33410.00
2022,11,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2227.00,421.00,133.66,5.62,175.30,0.87,105.54,16.00,0.00,26482.00,11567.00,562.00,5658.00,40.00,8655.00
2022,11,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",30.00,17.00,14.64,0.00,0.00,0.00,2.36,0.00,0.00,1045.00,600.00,0.00,0.00,0.00,445.00
2022,11,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",1499.00,234.00,49.31,7.13,127.09,0.00,50.47,1.00,0.00,13786.00,3216.00,714.00,6091.00,0.00,3765.00
2022,10,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1958.00,311.00,80.87,12.20,155.44,0.00,62.49,21.00,5.00,23839.00,8307.00,1695.00,7980.00,0.00,5857.00
2022,10,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1273.00,298.00,103.07,4.75,135.01,0.19,54.98,4.00,3.00,21293.00,7075.00,304.00,4348.00,8.00,9558.00
2022,10,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",371.00,104.00,30.51,0.00,63.14,0.00,10.35,1.00,1.00,4641.00,1932.00,0.00,2211.00,0.00,498.00
2022,10,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",4069.00,1100.00,391.94,12.19,409.61,3.35,282.91,50.00,16.00,62133.00,24844.00,1395.00,15877.00,85.00,19932.00
2022,10,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2346.00,559.00,163.43,3.62,279.57,1.00,111.38,12.00,2.00,35522.00,14800.00,201.00,10642.00,23.00,9856.00
2022,10,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",31.00,24.00,22.77,0.00,0.00,0.00,1.23,0.00,0.00,849.00,813.00,0.00,0.00,0.00,36.00
2022,10,UA,United Air Lines Network,JFK,"New York, NY: John F. Kennedy International",114.00,31.00,10.42,0.00,16.95,0.00,3.63,0.00,1.00,1752.00,817.00,0.00,555.00,0.00,380.00
2022,10,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",1602.00,303.00,53.31,8.20,177.85,0.00,63.64,13.00,3.00,15384.00,3240.00,749.00,6576.00,0.00,4819.00
2022,9,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1919.00,235.00,67.52,8.48,98.26,0.00,60.74,27.00,2.00,17174.00,5706.00,629.00,5625.00,0.00,5214.00
2022,9,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1229.00,291.00,94.66,17.59,121.43,0.86,56.46,17.00,4.00,20300.00,8172.00,1114.00,4968.00,34.00,6012.00
2022,9,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",360.00,63.00,20.86,1.89,33.10,0.00,7.15,0.00,8.00,2888.00,1229.00,96.00,1264.00,0.00,299.00
2022,9,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",4081.00,1224.00,433.79,34.88,366.86,7.87,380.61,116.00,13.00,92611.00,37132.00,3171.00,18314.00,345.00,33649.00
2022,9,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2184.00,406.00,134.59,14.86,165.13,1.13,90.29,32.00,8.00,29967.00,15108.00,1108.00,6006.00,109.00,7636.00
2022,9,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",30.00,9.00,9.00,0.00,0.00,0.00,0.00,0.00,1.00,244.00,244.00,0.00,0.00,0.00,0.00
2022,9,UA,United Air Lines Network,JFK,"New York, NY: John F. Kennedy International",120.00,19.00,5.55,0.00,12.80,0.00,0.65,0.00,0.00,1235.00,842.00,0.00,345.00,0.00,48.00
2022,9,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",1633.00,220.00,49.34,6.61,117.43,0.00,46.62,31.00,2.00,12660.00,2839.00,713.00,5795.00,0.00,3313.00
2022,8,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",2099.00,356.00,94.71,16.10,155.00,0.00,90.19,173.00,0.00,32296.00,9725.00,2429.00,12537.00,0.00,7605.00
2022,8,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1326.00,365.00,107.08,16.61,153.25,1.22,86.84,63.00,1.00,25189.00,7637.00,1291.00,8623.00,40.00,7598.00
2022,8,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",372.00,87.00,13.80,3.80,57.82,0.00,11.59,0.00,1.00,4801.00,850.00,304.00,3215.00,0.00,432.00
2022,8,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",4086.00,1456.00,465.87,31.63,431.98,7.36,519.16,103.00,2.00,114607.00,36166.00,4976.00,27031.00,372.00,46062.00
2022,8,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2282.00,528.00,152.75,13.32,220.07,0.00,141.87,40.00,8.00,38665.00,15226.00,952.00,10680.00,0.00,11807.00
2022,8,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",31.00,15.00,14.32,0.00,0.00,0.00,0.68,0.00,1.00,546.00,510.00,0.00,0.00,0.00,36.00
2022,8,UA,United Air Lines Network,JFK,"New York, NY: John F. Kennedy International",124.00,44.00,12.46,0.00,26.01,0.00,5.53,2.00,0.00,2985.00,1555.00,0.00,1038.00,0.00,392.00
2022,8,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",1514.00,296.00,78.34,14.86,134.29,1.00,67.51,92.00,1.00,19241.00,5115.00,1409.00,7565.00,22.00,5130.00
2022,7,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",2056.00,339.00,101.78,9.83,131.09,0.00,96.30,164.00,8.00,31737.00,11239.00,672.00,10642.00,0.00,9184.00
2022,7,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1385.00,366.00,124.81,14.06,117.25,0.26,109.62,51.00,5.00,25924.00,10864.00,1151.00,5783.00,37.00,8089.00
2022,7,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",372.00,58.00,17.69,0.00,26.99,0.46,12.86,0.00,2.00,2399.00,705.00,0.00,1011.00,13.00,670.00
2022,7,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",4064.00,1349.00,442.29,31.36,344.49,4.94,525.91,96.00,15.00,114603.00,40584.00,3240.00,20408.00,184.00,50187.00
2022,7,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2318.00,515.00,172.85,10.08,208.49,0.97,122.60,50.00,10.00,41027.00,21033.00,621.00,8859.00,76.00,10438.00
2022,7,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",31.00,14.00,13.00,0.00,0.00,0.00,1.00,0.00,0.00,515.00,491.00,0.00,0.00,0.00,24.00
2022,7,UA,United Air Lines Network,JFK,"New York, NY: John F. Kennedy International",120.00,36.00,12.13,0.00,11.97,0.00,11.90,0.00,0.00,2894.00,1086.00,0.00,667.00,0.00,1141.00
2022,7,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",1553.00,374.00,81.12,20.57,170.46,0.00,101.85,72.00,4.00,27536.00,6836.00,1492.00,9438.00,0.00,9770.00
2022,6,UA,United Air Lines Network,JFK,"New York, NY: John F. Kennedy International",120.00,19.00,8.03,0.00,8.58,0.00,2.39,4.00,1.00,1324.00,351.00,0.00,704.00,0.00,269.00
2022,6,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",1593.00,350.00,103.34,6.30,158.39,0.00,81.97,108.00,2.00,28225.00,9003.00,1394.00,10997.00,0.00,6831.00
2022,6,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1863.00,318.00,80.14,11.74,146.57,0.00,79.54,195.00,0.00,35257.00,9377.00,1665.00,15026.00,0.00,9189.00
2022,6,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1339.00,369.00,136.45,21.07,105.00,0.75,105.72,93.00,6.00,30737.00,12837.00,2066.00,7421.00,74.00,8339.00
2022,6,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",359.00,67.00,20.32,1.85,31.48,0.22,13.14,2.00,3.00,4389.00,1574.00,132.00,2086.00,7.00,590.00
2022,6,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3884.00,1392.00,461.13,29.74,389.16,5.90,506.07,156.00,10.00,140536.00,48046.00,5001.00,34424.00,197.00,52868.00
2022,6,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2283.00,633.00,176.44,17.20,267.76,2.49,169.11,183.00,7.00,59032.00,23075.00,1691.00,16879.00,264.00,17123.00
2022,6,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",30.00,10.00,9.71,0.29,0.00,0.00,0.00,0.00,0.00,471.00,459.00,12.00,0.00,0.00,0.00
2022,5,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1773.00,308.00,72.59,12.69,133.95,0.00,88.76,92.00,8.00,34125.00,9045.00,2603.00,12766.00,0.00,9711.00
2022,5,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1395.00,327.00,100.42,17.36,131.61,2.68,74.93,41.00,8.00,22880.00,8779.00,1601.00,6361.00,161.00,5978.00
2022,5,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",371.00,75.00,19.16,2.30,36.13,0.78,16.63,11.00,2.00,3350.00,931.00,64.00,1374.00,14.00,967.00
2022,5,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3913.00,1177.00,438.39,25.16,310.36,3.73,399.36,104.00,26.00,86778.00,32236.00,3118.00,16429.00,121.00,34874.00
2022,5,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2147.00,523.00,183.81,8.29,194.82,0.46,135.61,115.00,8.00,36161.00,17121.00,534.00,8952.00,40.00,9514.00
2022,5,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",31.00,9.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,230.00,230.00,0.00,0.00,0.00,0.00
2022,5,UA,United Air Lines Network,JFK,"New York, NY: John F. Kennedy International",123.00,21.00,10.09,0.00,4.70,0.00,6.21,5.00,1.00,1143.00,455.00,0.00,175.00,0.00,513.00
2022,5,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",2027.00,521.00,112.49,16.44,197.76,0.00,194.31,134.00,8.00,42235.00,10795.00,1927.00,12460.00,0.00,17053.00
2022,4,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1598.00,162.00,42.51,5.52,76.84,0.00,37.13,28.00,0.00,14195.00,4776.00,1289.00,4664.00,0.00,3466.00
2022,4,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1359.00,234.00,89.05,4.47,72.69,2.14,65.64,28.00,9.00,22589.00,9846.00,224.00,4883.00,85.00,7551.00
2022,4,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",352.00,73.00,26.95,1.67,21.60,0.00,22.79,19.00,0.00,4339.00,1699.00,112.00,1373.00,0.00,1155.00
2022,4,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3756.00,1346.00,546.79,24.11,159.60,3.32,612.18,363.00,16.00,126319.00,46885.00,4012.00,11156.00,143.00,64123.00
2022,4,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2023.00,434.00,134.61,9.61,146.20,0.00,143.58,35.00,13.00,33650.00,10228.00,1245.00,9318.00,0.00,12859.00
2022,4,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",30.00,8.00,7.11,0.00,0.00,0.00,0.89,0.00,0.00,493.00,476.00,0.00,0.00,0.00,17.00
2022,4,UA,United Air Lines Network,JFK,"New York, NY: John F. Kennedy International",120.00,13.00,8.45,0.00,0.04,0.00,4.51,2.00,0.00,1284.00,823.00,0.00,6.00,0.00,455.00
2022,4,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",1950.00,307.00,65.62,5.80,124.32,1.14,110.12,54.00,1.00,18802.00,3199.00,403.00,6832.00,33.00,8335.00
2022,3,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1583.00,205.00,55.58,2.15,83.17,0.00,64.10,10.00,1.00,13826.00,5550.00,91.00,3914.00,0.00,4271.00
2022,3,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1496.00,281.00,103.42,1.28,108.21,3.36,64.73,10.00,5.00,18797.00,8854.00,139.00,3713.00,112.00,5979.00
2022,3,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",353.00,75.00,25.06,0.90,40.90,0.00,8.13,5.00,1.00,3052.00,1017.00,19.00,1530.00,0.00,486.00
2022,3,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3880.00,1177.00,465.46,12.74,239.81,6.54,452.45,103.00,14.00,95852.00,39956.00,1553.00,10887.00,337.00,43119.00
2022,3,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2077.00,514.00,168.79,8.57,177.99,0.18,158.48,8.00,6.00,38268.00,16423.00,846.00,6910.00,37.00,14052.00
2022,3,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",31.00,9.00,8.08,0.00,0.00,0.00,0.92,0.00,0.00,504.00,437.00,0.00,0.00,0.00,67.00
2022,3,UA,United Air Lines Network,JFK,"New York, NY: John F. Kennedy International",124.00,21.00,7.29,0.00,10.24,0.00,3.47,3.00,0.00,1262.00,605.00,0.00,290.00,0.00,367.00
2022,3,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",1851.00,322.00,90.03,7.75,118.26,0.00,105.95,27.00,4.00,20035.00,6756.00,594.00,5629.00,0.00,7056.00
2022,2,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1398.00,214.00,38.79,11.25,75.08,0.00,88.88,49.00,2.00,19502.00,3882.00,2881.00,4149.00,0.00,8590.00
2022,2,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1340.00,316.00,110.15,4.66,134.10,4.89,62.20,65.00,1.00,21124.00,8941.00,392.00,5078.00,266.00,6447.00
2022,2,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",297.00,30.00,11.73,0.00,15.94,0.00,2.33,3.00,1.00,981.00,444.00,0.00,478.00,0.00,59.00
2022,2,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3611.00,1211.00,415.93,12.64,256.40,5.89,520.14,156.00,14.00,95557.00,35186.00,1781.00,11621.00,421.00,46548.00
2022,2,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",1851.00,337.00,116.85,4.44,100.71,0.00,115.00,12.00,1.00,30521.00,16380.00,525.00,4020.00,0.00,9596.00
2022,2,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",28.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,142.00,142.00,0.00,0.00,0.00,0.00
2022,2,UA,United Air Lines Network,JFK,"New York, NY: John F. Kennedy International",112.00,9.00,3.04,0.00,4.04,0.00,1.91,1.00,0.00,595.00,348.00,0.00,134.00,0.00,113.00
2022,2,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",1652.00,314.00,84.52,16.58,113.50,0.49,98.91,48.00,6.00,20892.00,6866.00,1570.00,5555.00,27.00,6874.00
2022,1,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1462.00,213.00,69.92,7.63,65.92,0.00,69.53,153.00,0.00,16405.00,7278.00,998.00,2432.00,0.00,5697.00
2022,1,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1471.00,187.00,71.26,3.89,55.55,2.66,53.63,141.00,2.00,12185.00,5560.00,239.00,1769.00,60.00,4557.00
2022,1,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",321.00,47.00,13.65,1.00,24.22,0.00,8.13,35.00,0.00,2023.00,886.00,20.00,687.00,0.00,430.00
